Animal Number,Group Number,Device Name,Days In Milk,Lactation Number,Date,Begin Time,End Time,Milk duration (mm:ss),Yield,Yield LF,Yield LR,Yield RF,Yield RR,Expected Yield/Hour LR,Expected Yield/Hour RF,Expected Yield/Hour RR,Expected Yield/Hour LF,Interval,Last Milking Interval,Conductivity RR,Conductivity RF,Conductivity LR,Conductivity LF,Total Conductivity,Mean Flow LR,Mean Flow LF,Mean Flow RR,Mean Flow RF,Peak Flow LF,Peak Flow LR,Peak Flow RF,Peak Flow RR,MDi,Kickoff LF,Kickoff LR,Kickoff RF,Kickoff RR,Blood RF,Blood RR,Blood LF,Blood LR,Total Blood,Teats Not Found,Smart Pulsation Ratio,Incomplete
7047,1,VMS 1 Fred,38,4,4/12/2021,4/12/2021 9:44 PM,9:51 PM,06:48,51.87,14.13,11.11,14.64,11.99,1.05,1.42,1.12,1.37,09:54:46,10:01:34,4.07,4.01,4.37,4.17,16.61,4.50,4.23,4.63,4.37,5.42,5.56,5.82,6.35,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7263,1,VMS 1 Fred,121,3,4/6/2021,4/6/2021 12:00 PM,12:06 PM,05:46,42.39,12.35,6.33,11.13,12.59,0.62,1.09,1.23,1.22,09:56:01,10:01:47,4.54,4.85,4.38,4.32,18.09,3.31,4.50,4.23,4.37,6.08,5.16,5.69,5.82,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7536,1,VMS 1 Fred,122,3,4/11/2021,4/11/2021 9:52 AM,9:58 AM,06:05,51.19,11.13,16.64,7.41,16.01,1.46,0.74,1.46,1.03,09:55:56,10:02:01,5.46,5.29,5.61,5.29,21.64,4.10,3.97,4.10,3.84,5.03,5.16,5.29,5.03,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7576,1,VMS 1 Fred,138,3,4/7/2021,4/7/2021 3:35 AM,3:41 AM,05:59,34.90,7.41,9.57,5.91,12.02,0.89,0.60,1.17,0.66,09:56:11,10:02:10,3.98,4.04,3.99,4.14,16.15,3.31,2.78,3.17,2.51,3.57,4.23,3.57,4.23,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
8179,1,VMS 2 Ethel,103,2,4/6/2021,4/6/2021 9:06 AM,9:13 AM,07:02,44.56,11.71,11.09,10.54,11.22,1.11,1.06,1.10,1.11,09:55:10,10:02:12,4.13,4.10,4.12,4.07,16.41,3.31,2.78,2.65,2.78,3.70,4.37,3.84,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7415,1,VMS 1 Fred,112,3,4/7/2021,4/7/2021 6:23 PM,6:30 PM,06:58,50.73,10.25,13.58,10.69,16.20,1.34,1.06,1.57,1.03,09:55:52,10:02:50,4.14,4.36,4.03,4.29,16.82,4.23,4.10,4.37,4.10,5.82,5.29,5.16,5.56,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7415,1,VMS 1 Fred,111,3,4/6/2021,4/6/2021 7:04 PM,7:10 PM,06:18,54.39,10.14,16.34,11.49,16.42,1.58,1.14,1.56,1.01,09:57:15,10:03:33,4.32,4.65,4.40,4.38,17.75,3.97,3.97,4.23,3.97,5.29,5.29,5.42,5.42,1.0,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,,70,
7600,1,VMS 1 Fred,184,3,4/8/2021,4/8/2021 8:42 AM,8:50 AM,08:38,43.32,9.94,12.02,10.54,10.82,1.18,1.03,1.07,0.99,09:55:32,10:04:10,4.99,4.44,4.37,4.42,18.22,2.65,2.91,2.12,3.44,3.70,3.70,5.56,3.04,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8129,1,VMS 1 Fred,28,2,4/12/2021,4/12/2021 7:36 AM,7:44 AM,08:00,49.14,11.86,11.79,12.17,13.32,1.12,1.09,1.11,1.16,09:56:21,10:04:21,4.66,4.37,4.38,4.34,17.75,2.78,2.78,2.38,2.51,3.70,3.57,4.10,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
8222,1,VMS 2 Ethel,45,2,4/8/2021,4/8/2021 1:48 AM,1:56 AM,07:36,37.96,8.95,12.94,8.58,7.50,1.15,0.80,0.82,0.90,09:58:38,10:06:14,4.58,4.72,4.36,4.77,18.42,3.31,2.91,2.78,2.65,4.23,4.76,3.57,3.44,1.8,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,,70,
7581,1,VMS 2 Ethel,61,3,4/6/2021,4/6/2021 6:18 AM,6:25 AM,07:02,51.79,13.89,14.51,11.29,12.10,1.35,1.06,1.20,1.26,09:59:28,10:06:30,4.80,4.71,5.06,4.39,18.96,3.04,3.70,3.31,2.65,4.89,3.97,3.57,4.23,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7457,1,VMS 1 Fred,268,3,4/7/2021,4/7/2021 12:25 PM,12:32 PM,07:14,36.86,5.22,11.53,8.64,11.46,1.12,0.85,1.13,0.50,10:01:05,10:08:19,4.26,4.31,4.24,4.34,17.15,2.65,3.04,2.51,3.17,3.97,3.70,4.63,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
11909,1,VMS 2 Ethel,243,4,4/8/2021,4/8/2021 6:40 AM,6:47 AM,06:53,47.91,10.76,11.93,13.82,11.40,1.19,1.38,1.12,1.08,10:01:27,10:08:20,4.59,4.57,4.65,4.69,18.49,3.04,4.23,3.31,3.44,5.42,3.97,4.63,4.63,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7957,1,VMS 1 Fred,212,2,4/10/2021,4/10/2021 11:11 PM,11:17 PM,06:15,38.65,10.49,6.86,11.51,9.79,0.69,1.13,0.96,1.03,10:02:10,10:08:25,4.54,4.70,4.50,4.55,18.29,2.65,2.78,3.17,3.31,3.84,3.84,4.37,4.37,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
6565,1,VMS 1 Fred,370,4,4/12/2021,4/12/2021 7:23 AM,7:30 AM,07:25,38.93,10.43,9.77,7.43,11.31,0.94,0.71,1.10,1.01,10:01:00,10:08:25,4.32,4.37,4.38,4.34,17.42,2.12,2.25,3.17,2.78,2.91,3.04,3.44,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7243,1,VMS 1 Fred,279,3,4/7/2021,4/7/2021 10:46 AM,10:51 AM,05:13,36.99,9.17,10.14,8.44,9.24,0.95,0.84,0.91,0.88,10:03:18,10:08:31,4.13,4.17,4.04,4.07,16.41,3.31,3.70,3.04,3.04,5.03,4.50,4.10,3.97,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7506,1,VMS 2 Ethel,132,3,4/9/2021,4/9/2021 7:34 AM,7:40 AM,06:06,41.34,7.28,10.47,13.05,10.54,0.97,1.19,0.97,0.73,10:02:49,10:08:55,4.90,4.90,5.26,4.83,19.90,3.31,3.31,3.04,3.84,4.37,4.37,4.89,3.97,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
6473,1,VMS 2 Ethel,151,5,4/7/2021,4/7/2021 3:25 AM,3:32 AM,07:23,45.64,5.18,17.00,8.11,15.34,1.68,0.77,1.49,0.57,10:01:34,10:08:57,4.39,4.43,4.38,5.15,18.36,3.97,2.65,3.17,2.51,3.70,5.16,3.31,4.37,1.8,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7688,1,VMS 2 Ethel,41,3,4/11/2021,4/11/2021 6:18 AM,6:27 AM,08:22,53.64,11.95,14.64,12.63,14.42,1.39,1.16,1.36,1.15,10:01:55,10:10:17,4.57,4.53,4.52,4.47,18.09,2.78,2.78,2.51,2.25,3.70,3.44,3.04,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7362,1,VMS 1 Fred,84,3,4/11/2021,4/11/2021 8:46 AM,8:55 AM,09:48,44.47,13.56,0.00,12.68,18.23,0.00,1.26,1.81,1.34,10:01:35,10:11:23,4.65,4.89,0.00,4.84,14.37,0.00,2.12,3.31,2.25,3.57,0.00,3.57,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,LR,70,LR
7346,1,VMS 2 Ethel,156,3,4/11/2021,4/11/2021 11:58 PM,12:09 AM,10:58,62.61,12.96,17.70,12.57,19.38,1.65,1.13,1.84,1.22,10:00:29,10:11:27,4.42,4.46,4.53,4.41,17.82,2.38,1.59,2.51,2.12,2.51,3.44,3.04,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7494,1,VMS 1 Fred,113,3,4/8/2021,4/8/2021 10:34 PM,10:41 PM,06:59,46.08,8.40,15.12,9.70,12.85,1.41,0.93,1.24,0.84,10:04:34,10:11:33,4.80,4.52,4.47,4.29,18.09,3.17,2.78,3.17,2.51,3.84,4.23,3.17,4.23,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7176,1,VMS 1 Fred,251,3,4/10/2021,4/10/2021 8:24 PM,8:30 PM,06:10,37.13,7.67,9.30,7.89,12.26,0.92,0.75,1.21,0.76,10:05:40,10:11:50,4.00,4.02,4.11,4.29,16.41,3.04,2.65,3.17,2.65,4.50,3.97,4.50,3.97,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
11909,1,VMS 2 Ethel,242,4,4/7/2021,4/7/2021 7:27 AM,7:34 AM,07:08,49.25,11.09,12.63,13.98,11.55,1.23,1.34,1.12,1.05,10:04:53,10:12:01,4.45,4.51,4.59,4.54,18.09,2.78,3.57,3.17,3.57,4.76,3.57,4.76,4.50,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
8243,1,VMS 2 Ethel,48,2,4/12/2021,4/12/2021 6:56 PM,7:04 PM,08:05,52.56,14.33,14.13,12.96,11.13,1.39,1.27,1.07,1.41,10:04:30,10:12:35,4.93,4.46,4.43,4.34,18.16,2.51,3.04,2.38,3.04,3.84,3.44,4.10,3.04,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6782,1,VMS 2 Ethel,151,4,4/11/2021,4/11/2021 6:43 AM,6:52 AM,09:07,61.29,13.05,17.61,12.90,17.73,1.70,1.20,1.70,1.26,10:03:47,10:12:54,4.77,4.86,4.86,4.74,19.23,2.65,2.65,2.65,2.38,3.31,3.57,3.17,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7576,1,VMS 1 Fred,138,3,4/7/2021,4/7/2021 1:49 PM,1:55 PM,05:36,34.35,7.25,8.80,7.01,11.29,0.86,0.68,1.11,0.66,10:07:41,10:13:17,4.12,4.24,4.04,4.28,16.68,3.44,2.51,3.57,2.91,3.44,4.63,3.84,4.50,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6546,1,VMS 1 Fred,182,4,4/9/2021,4/9/2021 10:40 PM,10:50 PM,10:04,44.38,8.73,13.82,8.51,13.32,1.32,0.80,1.28,0.82,10:04:32,10:14:36,4.53,4.21,4.40,4.49,17.62,1.98,2.12,1.85,1.46,3.17,3.04,2.25,2.91,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7672,1,VMS 1 Fred,24,3,4/12/2021,4/12/2021 1:51 PM,2:03 PM,12:04,50.71,10.82,15.15,12.28,12.46,1.56,1.16,1.21,1.03,10:02:48,10:14:52,4.58,4.37,4.32,4.49,17.75,2.12,2.25,1.32,2.51,3.44,2.91,3.70,2.78,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7315,1,VMS 1 Fred,147,3,4/7/2021,4/7/2021 8:03 AM,8:10 AM,06:46,60.16,12.30,20.08,13.82,13.96,1.20,1.35,1.32,1.16,10:08:08,10:14:54,4.39,4.50,4.86,4.42,18.16,4.89,4.10,4.10,5.03,5.29,6.75,6.88,5.29,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8865,1,VMS 2 Ethel,23,1,4/12/2021,4/12/2021 1:25 AM,1:31 AM,06:17,34.39,9.61,9.04,8.69,7.05,0.49,0.56,0.47,0.51,10:08:41,10:14:58,4.56,4.46,4.26,4.40,17.69,2.91,3.70,2.25,4.23,5.16,4.10,5.42,3.44,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7759,1,VMS 2 Ethel,10,3,4/6/2021,4/6/2021 1:50 PM,1:58 PM,07:47,55.91,13.93,14.31,13.23,14.44,1.27,1.12,1.23,1.20,10:07:22,10:15:09,4.60,4.27,4.40,4.42,17.69,2.91,3.17,3.44,3.84,4.76,3.97,5.42,4.50,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7494,1,VMS 1 Fred,113,3,4/8/2021,4/8/2021 12:21 PM,12:29 PM,08:25,48.90,9.22,13.49,10.21,15.98,1.34,0.94,1.38,0.87,10:06:48,10:15:13,4.71,4.65,4.79,4.34,18.49,3.57,2.65,3.04,2.51,3.57,0.49,3.44,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7506,1,VMS 1 Fred,129,3,4/6/2021,4/6/2021 7:37 AM,7:43 AM,05:30,45.11,9.90,11.20,12.72,11.29,0.97,1.17,0.97,0.90,10:10:18,10:15:48,4.82,4.57,4.79,4.71,18.89,3.57,3.70,3.70,4.63,4.89,4.63,5.95,5.03,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7374,1,VMS 1 Fred,135,3,4/6/2021,4/6/2021 8:02 PM,8:08 PM,06:29,55.05,12.46,15.17,12.54,14.88,1.43,1.22,1.37,1.18,10:09:48,10:16:17,5.07,5.31,5.13,5.06,20.57,3.57,3.44,3.84,3.97,4.76,4.37,4.76,5.16,1.1,Unchecked,Checked,Unchecked,Unchecked,0,0,0,0,0,,74,
6782,1,VMS 1 Fred,149,4,4/9/2021,4/9/2021 1:13 PM,1:22 PM,08:58,62.63,13.78,17.59,13.45,17.81,1.70,1.22,1.71,1.27,10:07:50,10:16:48,4.75,4.80,4.66,4.75,18.96,2.65,2.38,2.65,2.65,3.17,3.70,3.57,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
8285,1,VMS 2 Ethel,15,2,4/12/2021,4/12/2021 8:37 PM,8:45 PM,08:05,47.07,11.38,13.25,11.02,11.42,0.00,0.00,0.00,0.00,10:09:00,10:17:05,4.04,4.07,4.63,4.01,16.75,3.44,3.44,3.57,3.31,4.50,4.50,4.37,4.50,1.3,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,1877,1877,,60,
7362,1,VMS 1 Fred,81,3,4/8/2021,4/8/2021 7:20 AM,7:29 AM,09:06,67.33,14.35,19.40,13.27,20.30,1.81,1.26,1.83,1.35,10:08:53,10:17:59,4.58,5.05,4.57,4.88,19.09,3.17,2.65,3.04,2.38,4.50,4.23,3.70,3.97,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
6704,1,VMS 1 Fred,322,4,4/8/2021,4/8/2021 4:34 AM,4:39 AM,05:03,29.23,6.50,7.56,6.33,8.84,0.75,0.63,0.86,0.63,10:13:00,10:18:03,4.04,4.12,4.25,4.14,16.55,3.17,3.31,3.44,3.44,4.50,4.37,5.03,4.89,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8101,1,VMS 2 Ethel,10,2,4/7/2021,4/7/2021 8:00 AM,8:07 AM,06:54,39.90,9.81,10.60,9.15,10.34,0.96,0.85,0.94,0.92,10:11:51,10:18:45,4.39,4.57,4.46,4.47,17.89,3.04,3.97,3.04,4.10,5.42,4.23,5.42,3.84,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
6782,1,VMS 1 Fred,146,4,4/6/2021,4/6/2021 5:43 PM,5:52 PM,08:53,63.23,14.09,16.93,13.27,18.94,1.63,1.22,1.74,1.28,10:10:55,10:19:48,4.66,4.79,4.52,4.73,18.69,2.91,2.78,2.91,2.65,3.44,3.84,3.84,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7785,1,VMS 1 Fred,207,2,4/9/2021,4/9/2021 3:58 AM,4:07 AM,09:22,36.35,10.56,5.89,9.37,10.54,0.58,0.90,1.01,0.98,10:10:44,10:20:06,4.12,4.26,4.35,4.15,16.88,2.38,2.51,2.78,3.57,3.44,3.70,4.76,3.70,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7203,1,VMS 2 Ethel,456,3,4/8/2021,4/8/2021 9:19 PM,9:26 PM,06:31,34.68,6.59,11.07,8.71,8.31,1.04,0.83,0.87,0.63,10:14:53,10:21:24,4.90,4.77,5.00,4.56,19.23,2.65,2.91,2.38,3.04,4.10,3.57,3.84,3.44,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7374,1,VMS 1 Fred,140,3,4/11/2021,4/11/2021 9:12 PM,9:19 PM,06:49,50.86,11.07,13.34,12.61,13.85,1.30,1.23,1.34,1.08,10:15:16,10:22:05,4.67,4.69,4.71,4.62,18.69,4.23,3.70,3.70,3.04,5.03,5.69,3.97,5.03,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7463,1,VMS 2 Ethel,32,3,4/12/2021,4/12/2021 6:35 PM,6:42 PM,07:39,63.91,7.76,18.96,13.73,23.46,1.82,1.33,2.14,0.68,10:14:34,10:22:13,4.79,4.86,4.97,5.08,19.70,4.50,1.98,4.37,4.10,3.31,5.82,5.42,5.69,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7957,1,VMS 1 Fred,214,2,4/12/2021,4/12/2021 12:58 AM,1:05 AM,06:32,39.42,10.65,6.68,11.93,10.16,0.64,1.16,0.99,1.03,10:15:43,10:22:15,4.45,4.43,4.32,4.49,17.69,2.91,3.04,3.31,3.04,4.10,3.84,3.97,4.37,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7263,1,VMS 1 Fred,126,3,4/11/2021,4/11/2021 8:54 PM,9:00 PM,05:52,42.28,12.32,6.08,10.56,13.32,0.58,1.01,1.25,1.19,10:16:27,10:22:19,4.33,4.70,4.24,4.22,17.48,2.38,4.37,4.10,4.10,5.95,4.23,5.29,5.69,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
6546,1,VMS 2 Ethel,184,4,4/11/2021,4/11/2021 10:06 AM,10:16 AM,10:02,44.38,8.27,13.67,9.17,13.27,1.32,0.80,1.27,0.80,10:12:40,10:22:42,4.37,4.39,4.39,4.33,17.49,2.38,2.25,1.85,1.32,3.17,3.31,2.38,2.91,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8129,1,VMS 2 Ethel,27,2,4/11/2021,4/11/2021 11:56 AM,12:04 PM,07:52,20.46,0.00,8.88,0.00,11.57,0.88,0.00,1.05,0.00,10:15:07,10:22:59,4.44,0.00,4.16,0.00,8.60,2.78,0.00,2.78,0.00,0.00,3.57,0.00,3.84,,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,"LF, RF",70,"LF, RF"
8145,1,VMS 2 Ethel,60,2,4/11/2021,4/11/2021 7:18 AM,7:26 AM,08:38,41.40,8.18,9.99,12.21,11.02,0.95,1.12,1.03,0.77,10:14:42,10:23:20,4.17,4.33,4.05,5.08,17.62,2.12,3.17,2.25,3.97,4.50,3.31,5.03,3.17,1.8,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7745,1,VMS 1 Fred,277,2,4/11/2021,4/11/2021 5:29 PM,5:36 PM,06:46,35.98,9.59,5.14,9.57,11.68,0.49,0.92,1.12,0.92,10:17:20,10:24:06,4.33,4.17,4.17,4.21,16.88,2.38,3.04,2.65,2.51,4.37,3.31,3.31,3.97,1.1,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,,74,
7065,1,VMS 1 Fred,91,4,4/11/2021,4/11/2021 12:41 PM,12:49 PM,08:05,48.66,10.27,11.93,10.60,15.85,1.05,1.03,1.38,0.98,10:16:11,10:24:16,4.78,4.83,5.33,5.16,20.10,3.04,2.91,2.91,2.78,3.84,4.37,3.57,4.23,1.5,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7785,1,VMS 2 Ethel,208,2,4/10/2021,4/10/2021 12:12 PM,12:20 PM,08:03,36.07,10.03,6.24,9.17,10.63,0.62,0.89,1.02,0.96,10:17:23,10:25:26,4.18,4.10,4.41,4.20,16.88,2.51,3.17,3.17,3.31,3.97,3.57,5.29,3.97,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8227,1,VMS 1 Fred,95,2,4/10/2021,4/10/2021 3:51 AM,3:57 AM,06:33,42.11,11.13,10.54,10.25,10.19,0.93,0.89,0.99,1.04,10:18:57,10:25:30,4.53,4.61,4.46,4.28,17.89,3.44,4.23,3.31,3.57,5.42,4.50,4.63,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7506,1,VMS 2 Ethel,131,3,4/8/2021,4/8/2021 12:12 AM,12:18 AM,05:51,40.43,8.95,9.19,11.88,10.41,0.90,1.14,0.95,0.86,10:21:33,10:27:24,4.78,4.78,4.97,4.90,19.43,3.17,3.31,3.44,3.97,4.50,4.37,5.16,4.37,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7346,1,VMS 1 Fred,151,3,4/7/2021,4/7/2021 12:57 PM,1:10 PM,12:20,60.19,13.78,15.56,12.08,18.76,1.49,1.17,1.80,1.27,10:15:10,10:27:30,4.66,4.58,4.57,4.61,18.42,1.59,1.72,1.98,1.72,2.51,2.78,2.38,3.17,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7268,1,VMS 1 Fred,244,3,4/6/2021,4/6/2021 11:40 AM,11:51 AM,10:53,55.64,8.29,21.10,12.30,13.96,1.49,1.15,1.29,0.77,10:17:21,10:28:14,4.20,4.18,4.52,4.59,17.49,2.51,2.38,2.51,2.65,3.57,3.31,3.44,3.57,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8865,1,VMS 2 Ethel,18,1,4/7/2021,4/7/2021 7:03 PM,7:12 PM,09:14,23.32,3.66,6.08,7.87,5.71,0.42,0.56,0.53,0.37,10:19:03,10:28:17,4.31,4.25,3.84,4.08,16.48,3.17,3.44,2.38,3.57,5.42,4.23,5.03,6.08,1.1,Checked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7047,1,VMS 1 Fred,35,4,4/9/2021,4/9/2021 8:35 PM,8:42 PM,07:02,57.34,15.76,12.30,17.09,12.19,1.11,1.46,1.15,1.42,10:22:04,10:29:06,3.99,4.01,4.26,4.02,16.29,4.10,4.50,5.03,4.37,6.22,5.69,5.42,6.22,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8145,1,VMS 1 Fred,55,2,4/6/2021,4/6/2021 2:59 AM,3:07 AM,07:57,42.46,8.09,10.58,12.30,11.49,0.92,1.10,0.98,0.76,10:21:59,10:29:56,4.21,4.29,4.13,4.85,17.49,1.85,3.04,2.51,3.17,3.84,2.78,4.23,3.31,1.8,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
8243,1,VMS 2 Ethel,42,2,4/6/2021,4/6/2021 7:27 PM,7:37 PM,10:04,53.90,13.96,14.77,13.82,11.35,1.37,1.32,1.09,1.35,10:22:20,10:32:24,4.46,4.41,4.41,4.28,17.55,2.51,2.91,2.25,3.17,4.10,3.57,4.10,3.17,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
103,1,VMS 2 Ethel,238,5,4/6/2021,4/6/2021 3:28 AM,3:36 AM,07:50,36.22,3.33,13.07,7.36,12.46,1.20,0.67,1.09,0.28,10:24:52,10:32:42,4.11,4.17,4.13,4.34,16.75,3.04,1.98,2.51,2.25,2.78,4.23,2.91,3.31,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
2222,1,VMS 1 Fred,145,5,4/11/2021,4/11/2021 6:57 AM,7:05 AM,08:35,48.66,8.33,15.85,9.57,14.90,1.47,0.81,1.37,0.80,10:24:18,10:32:53,4.58,4.55,4.45,4.58,18.16,2.51,2.51,2.51,2.38,3.57,3.70,3.70,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8222,1,VMS 2 Ethel,46,2,4/9/2021,4/9/2021 5:12 PM,5:23 PM,11:12,42.00,9.96,13.58,8.31,10.14,1.20,0.79,0.99,0.93,10:21:48,10:33:00,4.86,4.91,4.43,4.83,19.03,2.91,2.65,2.51,2.38,3.70,4.37,3.04,3.57,1.7,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
8222,1,VMS 2 Ethel,43,2,4/6/2021,4/6/2021 4:23 AM,4:34 AM,11:00,46.94,10.34,13.54,9.22,13.85,1.10,0.80,1.18,0.94,10:22:02,10:33:02,4.72,4.78,4.67,4.79,18.96,3.31,3.31,2.65,2.65,4.63,4.37,3.57,3.57,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
6546,1,VMS 2 Ethel,179,4,4/6/2021,4/6/2021 9:23 PM,9:33 PM,10:43,46.58,8.69,14.77,8.82,14.31,1.31,0.78,1.26,0.80,10:22:49,10:33:32,4.37,4.35,4.40,4.49,17.62,2.12,2.25,1.85,1.59,3.04,3.31,2.65,2.78,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7415,1,VMS 1 Fred,117,3,4/12/2021,4/12/2021 7:34 PM,7:40 PM,05:45,50.62,9.85,14.82,10.96,14.99,1.42,1.04,1.42,0.93,10:28:11,10:33:56,3.97,4.29,4.25,4.30,16.82,4.37,4.23,4.50,3.97,5.69,5.42,4.89,5.69,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7362,1,VMS 1 Fred,80,3,4/7/2021,4/7/2021 5:48 AM,5:58 AM,10:16,68.83,13.58,20.28,13.12,21.85,1.82,1.28,1.84,1.28,10:24:02,10:34:18,4.52,4.84,4.46,4.61,18.42,2.65,2.38,3.04,1.85,4.23,3.70,3.31,3.97,1.5,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7764,1,VMS 2 Ethel,26,3,4/12/2021,4/12/2021 6:54 AM,7:02 AM,07:59,59.94,11.90,16.36,15.98,15.70,1.36,1.42,1.41,1.14,10:26:52,10:34:51,4.69,4.60,4.66,4.47,18.42,3.97,3.70,3.84,4.10,4.76,5.56,5.16,4.76,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7490,1,VMS 2 Ethel,44,3,4/6/2021,4/6/2021 3:18 AM,3:27 AM,08:44,49.63,7.39,15.94,12.28,14.02,1.44,0.77,1.26,0.69,10:26:33,10:35:17,4.12,4.04,3.65,4.00,15.81,2.51,2.38,3.57,3.31,3.44,3.57,4.23,4.76,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
